iter	Accuracy	MultiClass
880	0.9987671233	0.05040330114
881	0.9987671233	0.05036652559
882	0.9987671233	0.0503159685
883	0.9987671233	0.05021911032
884	0.9987671233	0.05014960057
885	0.9987671233	0.05007601348
886	0.9987671233	0.04999330788
887	0.9987671233	0.04991131971
888	0.9987671233	0.04982297625
889	0.9987671233	0.0497595682
890	0.9987671233	0.04968935546
891	0.9987671233	0.04957495554
892	0.9987671233	0.04951726505
893	0.9987671233	0.04948030002
894	0.9987671233	0.04939831388
895	0.9987671233	0.04934486868
896	0.9987671233	0.04928064059
897	0.9989041096	0.04921280085
898	0.9989041096	0.0491530307
899	0.9989041096	0.04909472837
900	0.9989041096	0.04904841163
901	0.9989041096	0.04898739977
902	0.9989041096	0.04894715676
903	0.9989041096	0.04887323187
904	0.9989041096	0.04882948246
905	0.9989041096	0.0487708494
906	0.9989041096	0.04871948465
907	0.9989041096	0.04863994181
908	0.9989041096	0.04854312214
909	0.9989041096	0.04849606199
910	0.9989041096	0.04840413145
911	0.9989041096	0.04832269015
912	0.9989041096	0.04824907614
913	0.9990410959	0.04818475927
914	0.9990410959	0.04814768599
915	0.9990410959	0.04805202909
916	0.9990410959	0.047988421
917	0.9990410959	0.04791489244
918	0.9990410959	0.04787526373
919	0.9990410959	0.04781791679
920	0.9990410959	0.04777037719
921	0.9990410959	0.04768601258
922	0.9990410959	0.04766741443
923	0.9990410959	0.0475892847
924	0.9990410959	0.04751907152
925	0.9990410959	0.04743602164
926	0.9990410959	0.04735596834
927	0.9990410959	0.04732880535
928	0.9991780822	0.04723888604
929	0.9991780822	0.04717911655
930	0.9990410959	0.04714486636
931	0.9990410959	0.04709264541
932	0.9990410959	0.04700555265
933	0.9991780822	0.04695926579
934	0.9993150685	0.04687170801
935	0.9991780822	0.04680166176
936	0.9993150685	0.04675433074
937	0.9993150685	0.04670525141
938	0.9993150685	0.04665334769
939	0.9993150685	0.04659748238
940	0.9993150685	0.04655066544
941	0.9993150685	0.0465232381
942	0.9993150685	0.04644924166
943	0.9993150685	0.04637746038
944	0.9993150685	0.04633815441
945	0.9993150685	0.04627607194
946	0.9993150685	0.04623239708
947	0.9993150685	0.04616267949
948	0.9993150685	0.04609839537
949	0.9993150685	0.04600605163
950	0.9993150685	0.04594835417
951	0.9993150685	0.04587432259
952	0.9993150685	0.04583013086
953	0.9993150685	0.04578280154
954	0.9993150685	0.04572737799
955	0.9993150685	0.04566849083
956	0.9993150685	0.04563454076
957	0.9993150685	0.04557378439
958	0.9993150685	0.04552492006
959	0.9991780822	0.04545829845
960	0.9991780822	0.04540394366
961	0.9991780822	0.04533598436
962	0.9991780822	0.04527879511
963	0.9991780822	0.04525099418
964	0.9991780822	0.04519671396
965	0.9991780822	0.0451724031
966	0.9991780822	0.04511789442
967	0.9991780822	0.04508701105
968	0.9991780822	0.04501706324
969	0.9991780822	0.04497234293
970	0.9993150685	0.04490108697
971	0.9993150685	0.04483563625
972	0.9993150685	0.04476879611
973	0.9993150685	0.04472005514
974	0.9993150685	0.04465331867
975	0.9993150685	0.04459569998
976	0.9993150685	0.04453817445
977	0.9993150685	0.04446415285
978	0.9993150685	0.04442353779
979	0.9993150685	0.04437349906
980	0.9993150685	0.0443093826
981	0.9993150685	0.04427352548
982	0.9993150685	0.0442240227
983	0.9993150685	0.04417570365
984	0.9993150685	0.04413905086
985	0.9994520548	0.04411230231
986	0.9994520548	0.04407615633
987	0.9994520548	0.04404356328
988	0.9994520548	0.0440018098
989	0.9994520548	0.04395076543
990	0.9994520548	0.04390030929
991	0.9994520548	0.04388359472
992	0.9993150685	0.04381515812
993	0.9993150685	0.04376091578
994	0.9994520548	0.04370167784
995	0.9994520548	0.04361688684
996	0.9994520548	0.04358403247
997	0.9994520548	0.04353407213
998	0.9994520548	0.04349432209
999	0.9994520548	0.04346229691
